NUTS_ID,year,window,gdd,heat,frost,precip
PL432,2005,Apr-Aug,1586.057,33.062,6.091,294.504
PL432,2005,Mar-Jul,1246.559,32.656,27.642,254.219
PL432,2006,Apr-Aug,1778.687,120.627,4.287,210.534
PL432,2006,Mar-Jul,1426.279,119.983,29.032,141.467
PL432,2007,Apr-Aug,1764.925,48.921,3.581,307.96
PL432,2007,Mar-Jul,1410.692,44.985,8.578,314.424
PL432,2008,Apr-Aug,1684.271,46.786,1.328,272.676
PL432,2008,Mar-Jul,1299.936,35.949,12.575,229
PL432,2009,Apr-Aug,1703.309,23.438,0.844,289.354
PL432,2009,Mar-Jul,1276.329,10.362,7.413,311.488
PL432,2010,Apr-Aug,1655.062,78.761,4.814,353.194
PL432,2010,Mar-Jul,1306.122,73.023,19.112,258.17
PL432,2011,Apr-Aug,1753.634,25.323,2.951,319.78
PL432,2011,Mar-Jul,1362.669,20.204,19.55,304.979
PL432,2012,Apr-Aug,1695.235,55.313,6.651,386.897
PL432,2012,Mar-Jul,1333.593,35.075,15.35,329.08
PL432,2013,Apr-Aug,1708.661,56.307,8.568,300.175
PL432,2013,Mar-Jul,1276.213,33.532,38.884,294.659
PL432,2014,Apr-Aug,1679.587,62.759,2.664,329.993
PL432,2014,Mar-Jul,1364.109,53.928,13.279,300.405
PL432,2015,Apr-Aug,1729.406,131.99,7.67,201.564
PL432,2015,Mar-Jul,1231.595,47.173,18.396,226.792
PL432,2016,Apr-Aug,1685.49,36.629,5.3,308.683
PL432,2016,Mar-Jul,1305.65,26.846,18.38,292.357
PL432,2017,Apr-Aug,1660.476,30.112,5.655,370.617
PL432,2017,Mar-Jul,1291.879,21.84,11.767,309.899
PL432,2018,Apr-Aug,2056.841,124.375,0.495,157.076
PL432,2018,Mar-Jul,1556.312,60.1,21.461,174.033
PL432,2019,Apr-Aug,1872.245,130.029,6.291,187.276
PL432,2019,Mar-Jul,1450.129,100.639,10.131,194.099
PL432,2020,Apr-Aug,1708.478,58.554,6.303,224.205
PL432,2020,Mar-Jul,1255.764,17.845,20.54,177.889
PL432,2021,Apr-Aug,1609.389,43.655,7.473,365.212
PL432,2021,Mar-Jul,1263.529,40.499,21.574,272.522
PL432,2022,Apr-Aug,1822.115,118.273,5.51,206.203
PL432,2022,Mar-Jul,1356.43,73.4,28.997,150.735
PL432,2023,Apr-Aug,1699.143,63.714,5.975,293.935
PL432,2023,Mar-Jul,1313.243,39.012,20.443,238.639
PL432,2024,Apr-Aug,1947.243,77.254,4.399,279.693
PL432,2024,Mar-Jul,1555.457,44.88,13.299,239.498
PL514,1950,Apr-Aug,1617.257,26.085,6,285.709
PL514,1950,Mar-Jul,1224.947,16.38,23,243.78
PL514,1951,Apr-Aug,1554.396,28.561,11,283.701
PL514,1951,Mar-Jul,1126.996,13.05,30.482,242.473
PL514,1952,Apr-Aug,1594.216,59.577,6,225.709
PL514,1952,Mar-Jul,1160.443,23.761,35.482,190.38
PL514,1953,Apr-Aug,1672.627,41.505,11,180.026
PL514,1953,Mar-Jul,1340.737,35.386,35,160.085
PL514,1954,Apr-Aug,1435.861,19.935,9.482,352.83
PL514,1954,Mar-Jul,1060.74,6.271,29.482,346.496
PL514,1955,Apr-Aug,1385.1,5.151,11,348.842
PL514,1955,Mar-Jul,1010.749,4.286,36,299.69
PL514,1956,Apr-Aug,1339.094,5.47,11,337.75
PL514,1956,Mar-Jul,1017.566,5.47,30.965,303.234
PL514,1957,Apr-Aug,1467.062,44.429,18,292.228
PL514,1957,Mar-Jul,1176.263,44.429,34,265.144
PL514,1958,Apr-Aug,1471.872,9.792,14,404.261
PL514,1958,Mar-Jul,1092.306,9.314,43,392.42
PL514,1959,Apr-Aug,1635.856,42.303,7,251.745
PL514,1959,Mar-Jul,1291.746,36.273,20.518,246.224
PL514,1960,Apr-Aug,1420.23,7.55,9.518,339.269
PL514,1960,Mar-Jul,1068.861,0.016,24.518,273.979
PL514,1961,Apr-Aug,1476.595,15.301,2,395.131
PL514,1961,Mar-Jul,1183.945,10.671,9.518,334.963
PL514,1962,Apr-Aug,1398.109,23.314,1.518,257.295
PL514,1962,Mar-Jul,1026.108,14.034,27.518,251.732
PL514,1963,Apr-Aug,1622.867,59.602,9.518,287.189
PL514,1963,Mar-Jul,1220.172,28.333,33.036,245.944
PL514,1964,Apr-Aug,1587.796,29.937,4,366.992
PL514,1964,Mar-Jul,1241.902,24.059,27,230.242
PL514,1965,Apr-Aug,1289.663,14.405,7.518,419.898
PL514,1965,Mar-Jul,974.999,8.876,27.518,393.886
PL514,1966,Apr-Aug,1521.079,14.407,3,360.773
PL514,1966,Mar-Jul,1162.23,5.023,17,304.536
PL514,1967,Apr-Aug,1515.049,26.074,4.036,267.301
PL514,1967,Mar-Jul,1176.103,19.662,10.071,254.731
PL514,1968,Apr-Aug,1487.539,18.484,9.035,353.645
PL514,1968,Mar-Jul,1173.446,18.484,20.517,295.172
PL514,1969,Apr-Aug,1533.224,28.625,13,259.5
PL514,1969,Mar-Jul,1171.451,22.214,41.518,209.985
PL514,1970,Apr-Aug,1451.803,13.077,7.482,418.057
PL514,1970,Mar-Jul,1079.079,13.077,31.482,260.511
PL514,1971,Apr-Aug,1588.272,41.637,6.482,384.987
PL514,1971,Mar-Jul,1173.78,11.036,24.482,362.413
PL514,1972,Apr-Aug,1467.906,28.052,3,401.479
PL514,1972,Mar-Jul,1159.243,19.893,14.482,382.206
PL514,1973,Apr-Aug,1408.961,12.5,11.518,287.427
PL514,1973,Mar-Jul,1051.925,3.411,28.036,298.018
PL514,1974,Apr-Aug,1328.758,19.646,9.964,384.634
PL514,1974,Mar-Jul,982.836,0,23.446,279.978
PL514,1975,Apr-Aug,1508.996,9.297,4.965,383.294
PL514,1975,Mar-Jul,1120.653,3.203,17.483,383.919
PL514,1976,Apr-Aug,1392.628,21.988,9,293.029
PL514,1976,Mar-Jul,1084.384,21.988,33,245.782
PL514,1977,Apr-Aug,1361.348,3.814,12,479.816
PL514,1977,Mar-Jul,1082.31,3.814,18,335.769
PL514,1978,Apr-Aug,1277.838,3.34,12.518,328.723
PL514,1978,Mar-Jul,978.742,2.547,28.518,249.938
PL514,1979,Apr-Aug,1463.343,21.564,4.518,266.014
PL514,1979,Mar-Jul,1115.609,18.366,17.483,249.425
PL514,1980,Apr-Aug,1238.074,2.053,9,431.842
PL514,1980,Mar-Jul,896.737,0.309,31.482,389.207
PL514,1981,Apr-Aug,1501.061,15.718,9,349.729
PL514,1981,Mar-Jul,1196.871,10.274,18,326.634
PL514,1982,Apr-Aug,1539.391,31.595,13,248.076
PL514,1982,Mar-Jul,1139.294,18.405,24,239.242
PL514,1983,Apr-Aug,1686.954,46.253,3,295.912
PL514,1983,Mar-Jul,1306.799,36.647,15,276.424
PL514,1984,Apr-Aug,1348.049,20.039,10.035,308.176
PL514,1984,Mar-Jul,963.935,12.964,32.553,279.268
PL514,1985,Apr-Aug,1474.858,22.597,4.518,409.413
PL514,1985,Mar-Jul,1113.854,9.155,19,281.665
PL514,1986,Apr-Aug,1540.067,17.672,5.518,395.217
PL514,1986,Mar-Jul,1190.204,12.454,23.518,291.896
PL514,1987,Apr-Aug,1355.217,9.365,3,311.689
PL514,1987,Mar-Jul,1035.818,7.563,28.518,253.027
PL514,1988,Apr-Aug,1570.675,27.455,10,230.049
PL514,1988,Mar-Jul,1184.932,18.803,32,213.929
PL514,1989,Apr-Aug,1548.249,30.501,5,265.899
PL514,1989,Mar-Jul,1182.593,5.545,17.965,257.049
PL514,1990,Apr-Aug,1533.567,32.917,8,217.445
PL514,1990,Mar-Jul,1202.987,7.654,13.482,171.936
PL514,1991,Apr-Aug,1416.201,24.178,3.482,252.718
PL514,1991,Mar-Jul,1059.677,12.791,13.482,238.772
PL514,1992,Apr-Aug,1809.43,106.641,5.482,184.273
PL514,1992,Mar-Jul,1305.174,30.666,18.412,211.708
PL514,1993,Apr-Aug,1570.317,21.12,9,252.067
PL514,1993,Mar-Jul,1231.573,5.877,28.482,258.605
PL514,1994,Apr-Aug,1663.223,119.093,6.447,233.99
PL514,1994,Mar-Jul,1284.489,91.662,14.412,225.111
PL514,1995,Apr-Aug,1605.127,50.247,4.93,357.034
PL514,1995,Mar-Jul,1197.571,34.722,24.448,299.076
PL514,1996,Apr-Aug,1487.191,16.276,12.482,335.646
PL514,1996,Mar-Jul,1091.884,15.14,41.447,289.478
PL514,1997,Apr-Aug,1534.21,21.01,11.482,432.039
PL514,1997,Mar-Jul,1124.224,12.7,29.964,386.576
PL514,1998,Apr-Aug,1631.415,33.004,4,273.037
PL514,1998,Mar-Jul,1278.639,27.659,23,274.377
PL514,1999,Apr-Aug,1625.133,20.139,1.482,242.079
PL514,1999,Mar-Jul,1276.683,16.585,12.964,278.271
PL514,2000,Apr-Aug,1705.698,48.086,3,296.435
PL514,2000,Mar-Jul,1313.44,29.885,16,329.659
PL514,2001,Apr-Aug,1575.529,23.545,6,364.854
PL514,2001,Mar-Jul,1162.253,7.848,20.482,371.282
PL514,2002,Apr-Aug,1833.677,52.669,6.482,262.019
PL514,2002,Mar-Jul,1393.189,46.567,20.517,175.163
PL514,2003,Apr-Aug,1794.06,68.281,7,230.899
PL514,2003,Mar-Jul,1357.279,33.906,27,214.753
PL514,2004,Apr-Aug,1577.85,28.024,2.447,217.265
PL514,2004,Mar-Jul,1181.579,8.88,18.482,209.149
PL514,2005,Apr-Aug,1595.083,34.709,8,322.101
PL514,2005,Mar-Jul,1242.193,34.342,30,273.769
PL514,2006,Apr-Aug,1747.508,99.329,3,362.54
PL514,2006,Mar-Jul,1394.906,97.78,28,177.127
PL514,2007,Apr-Aug,1779.074,49.59,4,300.462
PL514,2007,Mar-Jul,1404.15,38.012,11.965,299.262
PL514,2008,Apr-Aug,1677.998,46.235,3.482,261.212
PL514,2008,Mar-Jul,1279.841,32.786,17.964,217.832
PL514,2009,Apr-Aug,1687.198,30.83,1.965,434.579
PL514,2009,Mar-Jul,1261.413,16.891,11.93,420.569
PL514,2010,Apr-Aug,1655.375,69.197,4,405.73
PL514,2010,Mar-Jul,1291.817,62.193,19,353.299
PL514,2011,Apr-Aug,1719.381,21.226,4.482,335.553
PL514,2011,Mar-Jul,1320.821,14.146,22.482,304.996
PL514,2012,Apr-Aug,1722.497,61.74,7.447,300.995
PL514,2012,Mar-Jul,1349.619,38.935,18.377,244.568
PL514,2013,Apr-Aug,1710.349,65.443,6.482,372.457
PL514,2013,Mar-Jul,1279.615,36.936,36.482,347.01
PL514,2014,Apr-Aug,1706.724,61.677,2.447,343.567
PL514,2014,Mar-Jul,1379.214,52.27,14.929,321.838
PL514,2015,Apr-Aug,1811.494,158.18,5,180.011
PL514,2015,Mar-Jul,1293.938,63.302,16,201.362
PL514,2016,Apr-Aug,1774.533,48.135,4.518,282.912
PL514,2016,Mar-Jul,1374.665,35.448,10.036,307.181
PL514,2017,Apr-Aug,1749.89,48.604,2,324.953
PL514,2017,Mar-Jul,1362.14,26.257,7.482,313.156
PL514,2018,Apr-Aug,2096.4,109.395,1,213.41
PL514,2018,Mar-Jul,1594.31,50.455,21,221.907
PL514,2019,Apr-Aug,1893.637,123.583,2.518,214.376
PL514,2019,Mar-Jul,1471.874,94.335,6.518,195.467
PL514,2020,Apr-Aug,1713.027,46.347,5,411.318
PL514,2020,Mar-Jul,1273.255,16.29,16.518,341.936
PL514,2021,Apr-Aug,1650.579,48.537,7.518,323.989
PL514,2021,Mar-Jul,1293.108,40.393,21.518,247.412
PL514,2022,Apr-Aug,1844.497,114.196,6,290.968
PL514,2022,Mar-Jul,1381.601,78.269,29.518,179.261
PL514,2023,Apr-Aug,1758.157,74.342,4.518,331.57
PL514,2023,Mar-Jul,1359.351,41.073,16.518,199.537
PL514,2024,Apr-Aug,2010.835,85.76,2.035,274.426
PL514,2024,Mar-Jul,1634.463,57.557,7.035,188.776
PL515,1950,Apr-Aug,1482.467,19.754,5.259,315.988
PL515,1950,Mar-Jul,1119.759,11.968,23.337,293.269
PL515,1951,Apr-Aug,1342.097,9.467,12.081,336.371
PL515,1951,Mar-Jul,961.13,4.492,35.8,296.984
PL515,1952,Apr-Aug,1418.517,29.557,7.025,328.014
PL515,1952,Mar-Jul,1017.436,10.002,36.238,284.177
PL515,1953,Apr-Aug,1444.078,13.221,12.212,320.953
PL515,1953,Mar-Jul,1152.687,11.218,36.645,312.06
PL515,1954,Apr-Aug,1242.082,8.679,17.365,419.164
PL515,1954,Mar-Jul,904.628,3.599,39.619,401.533
PL515,1955,Apr-Aug,1202.284,1.555,15.217,462.835
PL515,1955,Mar-Jul,870.263,1.551,40.896,391.794
PL515,1956,Apr-Aug,1150.84,0.716,14.431,372.237
PL515,1956,Mar-Jul,867.164,0.716,37.993,354.771
PL515,1957,Apr-Aug,1281.905,27.466,19.435,392.538
PL515,1957,Mar-Jul,1020.437,27.455,35.363,389.516
PL515,1958,Apr-Aug,1311.482,5.607,17.697,516.97
PL515,1958,Mar-Jul,966.605,5.422,47.735,477.118
PL515,1959,Apr-Aug,1459.179,23.199,6.671,354.747
PL515,1959,Mar-Jul,1145.068,20.988,19.501,321.625
PL515,1960,Apr-Aug,1263.072,8.304,12.614,348.422
PL515,1960,Mar-Jul,938.166,0.626,29.498,266.473
PL515,1961,Apr-Aug,1282.577,8.108,2.113,410.973
PL515,1961,Mar-Jul,1013.011,6.056,13.643,403.783
PL515,1962,Apr-Aug,1185.043,12.131,8.536,306.459
PL515,1962,Mar-Jul,858.128,8.443,36.048,289.402
PL515,1963,Apr-Aug,1399.136,38.374,11.529,350.517
PL515,1963,Mar-Jul,1048.78,17.358,35.681,281.123
PL515,1964,Apr-Aug,1416.575,27.416,4.177,415.854
PL515,1964,Mar-Jul,1115.742,23.56,27.966,234.141
PL515,1965,Apr-Aug,1121.208,8.455,8.598,459.654
PL515,1965,Mar-Jul,832.59,4.966,29.564,422.032
PL515,1966,Apr-Aug,1338.184,7.845,4.103,406.129
PL515,1966,Mar-Jul,1017.275,1.791,19.752,355.847
PL515,1967,Apr-Aug,1336.97,16.302,9.61,381.065
PL515,1967,Mar-Jul,1027.425,12.82,20.344,357.818
PL515,1968,Apr-Aug,1308.885,11.702,11.612,425.366
PL515,1968,Mar-Jul,1020.9,11.694,26.11,367.404
PL515,1969,Apr-Aug,1357.758,17.576,13.298,307.28
PL515,1969,Mar-Jul,1032.654,13.676,42.715,275.247
PL515,1970,Apr-Aug,1276.517,8.08,11.592,367.502
PL515,1970,Mar-Jul,934.231,8.003,36.687,316.909
PL515,1971,Apr-Aug,1415.355,32.655,8.5,380.457
PL515,1971,Mar-Jul,1024.442,13.25,27.584,361.241
PL515,1972,Apr-Aug,1317.021,24.379,4.777,331.334
PL515,1972,Mar-Jul,1024.68,16.383,16.497,325.521
PL515,1973,Apr-Aug,1279.528,9.899,16.588,324.067
PL515,1973,Mar-Jul,945.599,6.099,31.934,328.066
PL515,1974,Apr-Aug,1186.391,14.952,11.468,395.999
PL515,1974,Mar-Jul,862.234,0,24.7,328.164
PL515,1975,Apr-Aug,1343.211,8.915,8.456,312.257
PL515,1975,Mar-Jul,971.416,1.605,23.577,295.297
PL515,1976,Apr-Aug,1272.943,20.069,12.193,259.191
PL515,1976,Mar-Jul,981.937,20.069,36.674,205.119
PL515,1977,Apr-Aug,1216.928,1.542,15.025,609.2
PL515,1977,Mar-Jul,950.025,1.542,23.464,414.106
PL515,1978,Apr-Aug,1125.035,2.623,14.557,349.528
PL515,1978,Mar-Jul,853.012,1.712,31.019,272.9
PL515,1979,Apr-Aug,1295.184,11.335,12.185,240.259
PL515,1979,Mar-Jul,973.647,9.067,28.731,251.55
PL515,1980,Apr-Aug,1073.302,3.007,18.733,439.048
PL515,1980,Mar-Jul,762.285,0.911,41.031,415.511
PL515,1981,Apr-Aug,1308.365,4.692,14.385,509.706
PL515,1981,Mar-Jul,1043.815,3.771,24.775,501.699
PL515,1982,Apr-Aug,1376.768,14.11,18.783,257.51
PL515,1982,Mar-Jul,1011.704,11.705,34.124,264.093
PL515,1983,Apr-Aug,1483.387,32.391,4.723,349.35
PL515,1983,Mar-Jul,1140.697,25.489,20.207,283.402
PL515,1984,Apr-Aug,1174.252,14.703,10.555,361.911
PL515,1984,Mar-Jul,831.919,11.148,34.725,286.526
PL515,1985,Apr-Aug,1306.949,9.017,6.576,407.919
PL515,1985,Mar-Jul,970.89,2.244,25.902,341.949
PL515,1986,Apr-Aug,1358.732,10.739,6.799,406.844
PL515,1986,Mar-Jul,1038.73,5.153,24.685,321.815
PL515,1987,Apr-Aug,1162.248,4.257,7.174,393.196
PL515,1987,Mar-Jul,874.053,3.511,32.245,312.791
PL515,1988,Apr-Aug,1356.29,9.876,13.132,320.202
PL515,1988,Mar-Jul,1013.559,7.764,35.378,338.409
PL515,1989,Apr-Aug,1347.409,20.188,7.346,292.368
PL515,1989,Mar-Jul,1019.403,5.187,20.493,274.57
PL515,1990,Apr-Aug,1352.274,23.985,10.8,233.245
PL515,1990,Mar-Jul,1032.085,6.318,19.373,200.075
PL515,1991,Apr-Aug,1254.401,17.286,11.867,310.109
PL515,1991,Mar-Jul,917.608,9.461,25.09,279.158
PL515,1992,Apr-Aug,1607.716,66.485,9.237,231.404
PL515,1992,Mar-Jul,1142.834,17.16,25.186,284.687
PL515,1993,Apr-Aug,1397.564,8.795,9.422,398.518
PL515,1993,Mar-Jul,1090.647,1.98,31.022,369.147
PL515,1994,Apr-Aug,1492.63,88.263,10.053,323.327
PL515,1994,Mar-Jul,1142.292,66.972,20.645,324.006
PL515,1995,Apr-Aug,1433.135,29.77,8.552,430.221
PL515,1995,Mar-Jul,1055.035,20.341,29.654,370.406
PL515,1996,Apr-Aug,1285.662,7.737,14.871,420.836
PL515,1996,Mar-Jul,930.452,7.173,44.294,376.25
PL515,1997,Apr-Aug,1364.425,9.632,16.808,566.337
PL515,1997,Mar-Jul,983.86,4.249,35.537,536.257
PL515,1998,Apr-Aug,1438.892,26.515,4.308,341.538
PL515,1998,Mar-Jul,1121.918,20.312,23.815,350.506
PL515,1999,Apr-Aug,1422.167,10.478,6.455,312.803
PL515,1999,Mar-Jul,1096.403,8.964,18.431,332.247
PL515,2000,Apr-Aug,1529.359,35.915,5.101,326.557
PL515,2000,Mar-Jul,1157.398,23.471,20.817,393.187
PL515,2001,Apr-Aug,1420.618,12.857,8.264,439.856
PL515,2001,Mar-Jul,1032.084,1.981,26.478,436.014
PL515,2002,Apr-Aug,1631.952,26.08,8.122,396.454
PL515,2002,Mar-Jul,1222.928,24.137,24.649,269.739
PL515,2003,Apr-Aug,1657.485,54.017,13.223,216.494
PL515,2003,Mar-Jul,1238.996,28.149,35.562,218.878
PL515,2004,Apr-Aug,1383.4,14.591,5.09,288.459
PL515,2004,Mar-Jul,1015.061,4.051,22.973,275.765
PL515,2005,Apr-Aug,1401.041,21.816,9.743,349.399
PL515,2005,Mar-Jul,1091.335,21.685,32.286,307.673
PL515,2006,Apr-Aug,1550.014,72.687,5.246,400.206
PL515,2006,Mar-Jul,1235.765,72.597,30.254,221.093
PL515,2007,Apr-Aug,1573.62,33.706,10.323,311.499
PL515,2007,Mar-Jul,1227.298,29.853,23.485,304.325
PL515,2008,Apr-Aug,1468.819,22.984,5.114,314.259
PL515,2008,Mar-Jul,1111.772,16.066,20.719,273.378
PL515,2009,Apr-Aug,1513.127,13.664,5.017,400.698
PL515,2009,Mar-Jul,1125.373,7.134,14.213,402.699
PL515,2010,Apr-Aug,1457.931,44.044,8.026,516.988
PL515,2010,Mar-Jul,1130.966,41.887,23.989,352.268
PL515,2011,Apr-Aug,1550.594,10.965,5.471,430.047
PL515,2011,Mar-Jul,1178.286,6.945,23.513,386.834
PL515,2012,Apr-Aug,1533.24,32.141,9.338,429.782
PL515,2012,Mar-Jul,1183.512,18.103,21.686,355.437
PL515,2013,Apr-Aug,1499.035,42.807,8.779,426.806
PL515,2013,Mar-Jul,1115.002,25.874,39.544,409.347
PL515,2014,Apr-Aug,1487.135,30.743,4.497,394.596
PL515,2014,Mar-Jul,1188.64,26.424,18.605,399.554
PL515,2015,Apr-Aug,1548.453,104.363,9.602,223.917
PL515,2015,Mar-Jul,1073.191,35.688,25.65,244.641
PL515,2016,Apr-Aug,1465.565,21.512,8.511,347.257
PL515,2016,Mar-Jul,1121.371,15.974,24.997,340.644
PL515,2017,Apr-Aug,1484.504,22.277,8.107,373.514
PL515,2017,Mar-Jul,1133.291,13.796,19.566,327.085
PL515,2018,Apr-Aug,1827.758,81.843,2.28,182.246
PL515,2018,Mar-Jul,1369.068,32.613,25.115,194.547
PL515,2019,Apr-Aug,1623.538,72.922,9.936,237.911
PL515,2019,Mar-Jul,1237.807,57.424,17.706,226.29
PL515,2020,Apr-Aug,1463.034,27.479,12.209,320.94
PL515,2020,Mar-Jul,1054.204,8.14,29.65,253.472
PL515,2021,Apr-Aug,1384.389,19.418,13.424,425.851
PL515,2021,Mar-Jul,1073.454,17.984,33.171,337.919
PL515,2022,Apr-Aug,1582.199,68.569,11.057,293.944
PL515,2022,Mar-Jul,1164.613,44.022,36.062,207.138
PL515,2023,Apr-Aug,1491.933,40.606,8.952,345.666
PL515,2023,Mar-Jul,1126.438,22.37,25.4,256.77
PL515,2024,Apr-Aug,1758.229,54.336,7.462,311.316
PL515,2024,Mar-Jul,1392.527,32.483,16.393,211.541
PL516,1950,Apr-Aug,1593.783,24.193,4.461,266.643
PL516,1950,Mar-Jul,1208.11,15.236,21.821,245.575
PL516,1951,Apr-Aug,1528.765,19.808,9.12,254.182
PL516,1951,Mar-Jul,1113.125,9.127,29.184,225.677
PL516,1952,Apr-Aug,1579.63,43.556,4.202,258.745
PL516,1952,Mar-Jul,1151.55,16.261,33.244,207.134
PL516,1953,Apr-Aug,1635.661,32.614,8.611,249.067
PL516,1953,Mar-Jul,1313.209,26.466,31.925,224.802
PL516,1954,Apr-Aug,1421.247,15.644,10.963,317.291
PL516,1954,Mar-Jul,1050.17,5.816,32.393,316.562
PL516,1955,Apr-Aug,1374.935,3.062,9.127,393.933
PL516,1955,Mar-Jul,1000.536,2.804,34.464,308.213
PL516,1956,Apr-Aug,1312.741,2.536,10.829,326.312
PL516,1956,Mar-Jul,999.754,2.536,31.778,296.31
PL516,1957,Apr-Aug,1445.389,36.097,11.901,291.271
PL516,1957,Mar-Jul,1155.961,36.044,27.161,274.989
PL516,1958,Apr-Aug,1451.706,9.508,14.193,401.504
PL516,1958,Mar-Jul,1075.045,9.403,43.571,356.672
PL516,1959,Apr-Aug,1639.922,37.269,3.829,263.959
PL516,1959,Mar-Jul,1297.187,31.474,14.855,248.753
PL516,1960,Apr-Aug,1420.425,9.232,7.878,327.162
PL516,1960,Mar-Jul,1067.432,0.773,23.564,245.893
PL516,1961,Apr-Aug,1452.041,13.114,1.994,343.671
PL516,1961,Mar-Jul,1165.943,9.228,7.992,322.923
PL516,1962,Apr-Aug,1362.777,20.653,2.677,246.457
PL516,1962,Mar-Jul,1002.079,14.23,29.342,227.116
PL516,1963,Apr-Aug,1593.181,55.616,9.043,330.453
PL516,1963,Mar-Jul,1203.076,26.954,32.052,248.761
PL516,1964,Apr-Aug,1597.121,41.566,3.296,353.921
PL516,1964,Mar-Jul,1253.751,34.041,25.469,183.715
PL516,1965,Apr-Aug,1292.578,13.341,3.604,374.647
PL516,1965,Mar-Jul,978.019,7.735,22.66,357.914
PL516,1966,Apr-Aug,1523.762,13.281,2.46,335.306
PL516,1966,Mar-Jul,1167.446,4.361,14.238,289.016
PL516,1967,Apr-Aug,1512.734,22.267,5.344,318.31
PL516,1967,Mar-Jul,1185.458,17.212,8.359,278.348
PL516,1968,Apr-Aug,1491.142,19.132,8.968,336.445
PL516,1968,Mar-Jul,1177.418,19.109,20.635,284.257
PL516,1969,Apr-Aug,1529.078,31.341,10.277,245.027
PL516,1969,Mar-Jul,1166.259,24.136,39.482,202.309
PL516,1970,Apr-Aug,1456.624,14.283,7.09,282.674
PL516,1970,Mar-Jul,1078.671,14.154,30.838,253.635
PL516,1971,Apr-Aug,1592.225,47.99,5.694,295.888
PL516,1971,Mar-Jul,1178.748,17.102,22.6,279.472
PL516,1972,Apr-Aug,1466.338,36.961,3.183,298.986
PL516,1972,Mar-Jul,1151.395,27.951,12.105,301.488
PL516,1973,Apr-Aug,1419.718,16.016,9.649,270.867
PL516,1973,Mar-Jul,1063.038,8.402,23.315,282.125
PL516,1974,Apr-Aug,1319.339,19.797,8.219,322.076
PL516,1974,Mar-Jul,976.676,0,20.693,235.596
PL516,1975,Apr-Aug,1514.469,18.881,4.837,250.442
PL516,1975,Mar-Jul,1113.437,7.191,17.289,240.772
PL516,1976,Apr-Aug,1406.485,22.35,8.124,211.541
PL516,1976,Mar-Jul,1091.976,22.349,31.152,174.51
PL516,1977,Apr-Aug,1362.903,3.997,11.744,451.809
PL516,1977,Mar-Jul,1084.411,3.997,17.757,315.208
PL516,1978,Apr-Aug,1281.369,7.501,10.951,261.426
PL516,1978,Mar-Jul,985.114,5.053,24.654,208.558
PL516,1979,Apr-Aug,1453.012,23.155,4.492,176.009
PL516,1979,Mar-Jul,1102.925,18.349,17.783,184.953
PL516,1980,Apr-Aug,1215.004,3.565,10.469,383.711
PL516,1980,Mar-Jul,878.666,0.839,31.741,357.047
PL516,1981,Apr-Aug,1456.533,10.686,11.895,394.922
PL516,1981,Mar-Jul,1169.857,7.326,20.11,402.043
PL516,1982,Apr-Aug,1543.749,39.594,13.39,180.876
PL516,1982,Mar-Jul,1148.812,25.948,22.875,178.416
PL516,1983,Apr-Aug,1672.563,59.28,2.836,257.931
PL516,1983,Mar-Jul,1301.538,46.857,13.795,200.48
PL516,1984,Apr-Aug,1346.817,24.848,8.564,304.346
PL516,1984,Mar-Jul,967.159,16.634,30.358,247.617
PL516,1985,Apr-Aug,1466.818,17.867,3.427,328.765
PL516,1985,Mar-Jul,1105.798,6.771,16.721,271.628
PL516,1986,Apr-Aug,1507.668,20.193,6,357.408
PL516,1986,Mar-Jul,1160.939,12.521,21.246,305.033
PL516,1987,Apr-Aug,1323.697,9.748,3.67,337.736
PL516,1987,Mar-Jul,1009.274,6.913,27.181,256.788
PL516,1988,Apr-Aug,1533.902,24.305,9.078,273.29
PL516,1988,Mar-Jul,1158.619,17.123,29.724,267.854
PL516,1989,Apr-Aug,1532.982,34.453,4.415,230.544
PL516,1989,Mar-Jul,1177.917,10.013,14.648,215.47
PL516,1990,Apr-Aug,1517.29,38.644,8.596,218.467
PL516,1990,Mar-Jul,1183.134,10.232,14.858,178.332
PL516,1991,Apr-Aug,1388.182,29.497,7.051,258.415
PL516,1991,Mar-Jul,1035.671,16.515,17.448,241.978
PL516,1992,Apr-Aug,1769.575,103.448,6.47,166.885
PL516,1992,Mar-Jul,1282.013,32.189,19.061,198.016
PL516,1993,Apr-Aug,1534.469,14.499,7.457,341.135
PL516,1993,Mar-Jul,1212.384,4.774,26.87,312.72
PL516,1994,Apr-Aug,1659.308,120.109,4.825,264.118
PL516,1994,Mar-Jul,1283.836,92.292,11.916,251.651
PL516,1995,Apr-Aug,1599.117,57.772,4.49,311.41
PL516,1995,Mar-Jul,1179.901,38.357,22.001,260.532
PL516,1996,Apr-Aug,1453.054,17.645,9.282,357.215
PL516,1996,Mar-Jul,1058.608,15.827,38.415,314.376
PL516,1997,Apr-Aug,1523.646,18.365,10.571,455.517
PL516,1997,Mar-Jul,1111.194,8.305,27.544,386.496
PL516,1998,Apr-Aug,1604.673,37.614,1.227,259.668
PL516,1998,Mar-Jul,1265.332,30.126,18.003,259.502
PL516,1999,Apr-Aug,1590.623,21.897,2.68,263.611
PL516,1999,Mar-Jul,1242.526,17.643,12.859,304.56
PL516,2000,Apr-Aug,1681.629,51.256,3.656,285.8
