Domain,Area,Element,Item,Year,Unit,Value
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Production","Barley","1964","t","7522834"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Area harvested","Barley","1965","ha","2183249"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Yield","Barley","1965","kg/ha","3751.7"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Production","Barley","1965","t","8191000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Area harvested","Barley","1966","ha","2482876"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Yield","Barley","1966","kg/ha","3516.2"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Production","Barley","1966","t","8730350"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Area harvested","Barley","1967","ha","2440900"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Yield","Barley","1967","kg/ha","3777.8"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Production","Barley","1967","t","9221300"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Area harvested","Barley","1968","ha","2402979"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Yield","Barley","1968","kg/ha","3444.7"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Production","Barley","1968","t","8277503"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Area harvested","Barley","1969","ha","2414942"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Yield","Barley","1969","kg/ha","3590.3"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Production","Barley","1969","t","8670401"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Area harvested","Barley","1970","ha","2244766"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Yield","Barley","1970","kg/ha","3356.6"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Production","Barley","1970","t","7534893"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Area harvested","Barley","1971","ha","2290074"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Yield","Barley","1971","kg/ha","3740"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Production","Barley","1971","t","8564794"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Area harvested","Barley","1972","ha","2289656"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Yield","Barley","1972","kg/ha","4040.3"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Production","Barley","1972","t","9251000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Area harvested","Barley","1973","ha","2269000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Yield","Barley","1973","kg/ha","3972.2"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Production","Barley","1973","t","9013000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Area harvested","Barley","1974","ha","2216000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Yield","Barley","1974","kg/ha","4124.6"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Production","Barley","1974","t","9140100"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Area harvested","Barley","1975","ha","2345000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Yield","Barley","1975","kg/ha","3630.3"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Production","Barley","1975","t","8513000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Area harvested","Barley","1976","ha","2182000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Yield","Barley","1976","kg/ha","3505"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Production","Barley","1976","t","7648000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Area harvested","Barley","1977","ha","2400403"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Yield","Barley","1977","kg/ha","4387.2"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Production","Barley","1977","t","10531000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Area harvested","Barley","1978","ha","2351800"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Yield","Barley","1978","kg/ha","4188.3"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Production","Barley","1978","t","9850000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Area harvested","Barley","1979","ha","2343438"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Yield","Barley","1979","kg/ha","4106.4"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Production","Barley","1979","t","9623000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Area harvested","Barley","1980","ha","2329866"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Yield","Barley","1980","kg/ha","4429.4"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Production","Barley","1980","t","10320000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Area harvested","Barley","1981","ha","2327000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Yield","Barley","1981","kg/ha","4396.2"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Production","Barley","1981","t","10230000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Area harvested","Barley","1982","ha","2222000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Yield","Barley","1982","kg/ha","4932.5"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Production","Barley","1982","t","10960000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Area harvested","Barley","1983","ha","2144000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Yield","Barley","1983","kg/ha","4654.9"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Production","Barley","1983","t","9980000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Area harvested","Barley","1984","ha","1979000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Yield","Barley","1984","kg/ha","5590.7"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Production","Barley","1984","t","11064000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Area harvested","Barley","1985","ha","1966000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Yield","Barley","1985","kg/ha","4954.2"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Production","Barley","1985","t","9740000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Area harvested","Barley","1986","ha","1917000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Yield","Barley","1986","kg/ha","5223.8"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Production","Barley","1986","t","10014000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Area harvested","Barley","1987","ha","1830000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Yield","Barley","1987","kg/ha","5043.7"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Production","Barley","1987","t","9230000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Area harvested","Barley","1988","ha","1878000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Yield","Barley","1988","kg/ha","4637.9"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Production","Barley","1988","t","8710000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Area harvested","Barley","1989","ha","1653200"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Yield","Barley","1989","kg/ha","4883"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Production","Barley","1989","t","8072655"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Area harvested","Barley","1990","ha","1516100"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Yield","Barley","1990","kg/ha","5208.8"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Production","Barley","1990","t","7897000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Area harvested","Barley","1991","ha","1392700"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Yield","Barley","1991","kg/ha","5474.3"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Production","Barley","1991","t","7624000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Area harvested","Barley","1992","ha","1297000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Yield","Barley","1992","kg/ha","5674.6"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Production","Barley","1992","t","7360000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Area harvested","Barley","1993","ha","1164000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Yield","Barley","1993","kg/ha","5187.3"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Production","Barley","1993","t","6038000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Area harvested","Barley","1994","ha","1106000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Yield","Barley","1994","kg/ha","5375.2"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Production","Barley","1994","t","5945000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Area harvested","Barley","1995","ha","1192000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Yield","Barley","1995","kg/ha","5733.2"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Production","Barley","1995","t","6834000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Area harvested","Barley","1996","ha","1269000"
